2025-10-30 21:15:45,4,"Transformación Digital, Capacitación Interna, Campaña de Marketing"
2025-10-30 21:17:16,4,"Transformación Digital, Capacitación Interna, Campaña de Marketing"
2025-10-30 21:30:43,4,"Transformación Digital, Capacitación Interna, Campaña de Marketing"
